series1,series2,sbd,cogroup1,cogroup2,same_cogroup,pair_type,relationship,overlap
m7.C1,m5.C8,0.5392724636345465,1,5,FALSE,clone-clone,between co-clusters,0
m7.C2,m5.C8,0.5507860050675752,1,5,FALSE,clone-clone,between co-clusters,0
m7.C3,m5.C8,0.5242469918278043,3,5,FALSE,clone-clone,between co-clusters,0
m7.C4,m5.C8,0.4926740604431262,3,5,FALSE,clone-clone,between co-clusters,0
m7.C5,m5.C8,0.4513128816538384,3,5,FALSE,clone-clone,between co-clusters,0
m7.C6,m5.C8,0.2885172387022097,5,5,TRUE,clone-clone,within co-cluster,0.25
m7.C7,m5.C8,0.27515994077683514,5,5,TRUE,clone-clone,within co-cluster,0.75
m7.Enterobacteriaceae,m5.C8,0.4160808858174764,3,5,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m5.C8,0.6056609400275795,1,5,FALSE,clone-species,between co-clusters,0
m7.Paenibacillaceae,m5.C8,0.5947369881131315,1,5,FALSE,clone-species,between co-clusters,0
m8.C1,m5.C8,0.5518503234410519,1,5,FALSE,clone-clone,between co-clusters,0
m8.C2,m5.C8,0.536729018980128,1,5,FALSE,clone-clone,between co-clusters,0
m8.C3,m5.C8,0.45385468993104794,3,5,FALSE,clone-clone,between co-clusters,0
m8.C4,m5.C8,0.320718197099388,5,5,TRUE,clone-clone,within co-cluster,0.125
m8.C5,m5.C8,0.27261221024915827,5,5,TRUE,clone-clone,within co-cluster,0.875
m8.C6,m5.C8,0.2393919415317105,5,5,TRUE,clone-clone,within co-cluster,0
m8.C7,m5.C8,0.3250541735767093,5,5,TRUE,clone-clone,within co-cluster,0
m8.Enterobacteriaceae,m5.C8,0.43851232106077886,3,5,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m5.C8,0.5758851715697695,1,5,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m5.C8,0.52813643250285,1,5,FALSE,clone-species,between co-clusters,0
m5.Enterobacteriaceae,m5.C9,0.557402142835518,3,5,FALSE,clone-species,between co-clusters,0
m5.Lactobacillaceae,m5.C9,0.42155764885296876,2,5,FALSE,clone-species,between co-clusters,0
m5.Paenibacillaceae,m5.C9,0.5813696123293255,1,5,FALSE,clone-species,between co-clusters,0
m6.C1,m5.C9,0.5650858701554679,1,5,FALSE,clone-clone,between co-clusters,0
m6.C2,m5.C9,0.5852021757420481,1,5,FALSE,clone-clone,between co-clusters,0
m6.C3,m5.C9,0.1755043779703389,5,5,TRUE,clone-clone,within co-cluster,0.20141342756183744
m6.C4,m5.C9,0.34022002924237105,5,5,TRUE,clone-clone,within co-cluster,0
m6.C5,m5.C9,0.42311758301225766,2,5,FALSE,clone-clone,between co-clusters,0
m6.C6,m5.C9,0.04698868550670021,5,5,TRUE,clone-clone,within co-cluster,0.44052863436123346
m6.Enterobacteriaceae,m5.C9,0.4939042006041937,3,5,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m5.C9,0.5388831423018281,1,5,FALSE,clone-species,between co-clusters,0
m6.Paenibacillaceae,m5.C9,0.5741116083287015,1,5,FALSE,clone-species,between co-clusters,0
m7.C1,m5.C9,0.557870552702233,1,5,FALSE,clone-clone,between co-clusters,0
m7.C2,m5.C9,0.5721203319389876,1,5,FALSE,clone-clone,between co-clusters,0
m7.C3,m5.C9,0.3485845939462323,3,5,FALSE,clone-clone,between co-clusters,0.01951219512195122
m7.C4,m5.C9,0.26115500485168663,3,5,FALSE,clone-clone,between co-clusters,0.01724137931034482
m7.C5,m5.C9,0.3205498151107541,3,5,FALSE,clone-clone,between co-clusters,0
m7.C6,m5.C9,0.21506143929748145,5,5,TRUE,clone-clone,within co-cluster,0.2579505300353357
m7.C7,m5.C9,0.04866529676876885,5,5,TRUE,clone-clone,within co-cluster,0.4911660777385159
m7.Enterobacteriaceae,m5.C9,0.5382701885320602,3,5,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m5.C9,0.6271537138708021,1,5,FALSE,clone-species,between co-clusters,0
m7.Paenibacillaceae,m5.C9,0.5898189267613422,1,5,FALSE,clone-species,between co-clusters,0
m8.C1,m5.C9,0.5700807180696744,1,5,FALSE,clone-clone,between co-clusters,0
m8.C2,m5.C9,0.5585764522350379,1,5,FALSE,clone-clone,between co-clusters,0
m8.C3,m5.C9,0.22326905828628374,3,5,FALSE,clone-clone,between co-clusters,0.02120141342756184
m8.C4,m5.C9,0.20543059631532712,5,5,TRUE,clone-clone,within co-cluster,0.15073529411764705
m8.C5,m5.C9,0.05380475214684499,5,5,TRUE,clone-clone,within co-cluster,0.4028268551236749
m8.C6,m5.C9,0.1745501252411762,5,5,TRUE,clone-clone,within co-cluster,0
m8.C7,m5.C9,0.2709154911777597,5,5,TRUE,clone-clone,within co-cluster,0
m8.Enterobacteriaceae,m5.C9,0.4904541355281129,3,5,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m5.C9,0.5916073860865945,1,5,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m5.C9,0.5556201804091214,1,5,FALSE,clone-species,between co-clusters,0
m5.Lactobacillaceae,m5.Enterobacteriaceae,0.5409710473252127,2,3,FALSE,species-species,between co-clusters,0
m5.Paenibacillaceae,m5.Enterobacteriaceae,0.6407851603135437,1,3,FALSE,species-species,between co-clusters,0
m6.C1,m5.Enterobacteriaceae,0.5504816078805426,1,3,FALSE,clone-species,between co-clusters,0
m6.C2,m5.Enterobacteriaceae,0.5965193394788099,1,3,FALSE,clone-species,between co-clusters,0
m6.C3,m5.Enterobacteriaceae,0.6114958541008516,5,3,FALSE,clone-species,between co-clusters,0
m6.C4,m5.Enterobacteriaceae,0.5709521989223003,5,3,FALSE,clone-species,between co-clusters,0
m6.C5,m5.Enterobacteriaceae,0.3733888070652275,2,3,FALSE,clone-species,between co-clusters,0
m6.C6,m5.Enterobacteriaceae,0.6319214075758677,5,3,FALSE,clone-species,between co-clusters,0
m6.Enterobacteriaceae,m5.Enterobacteriaceae,0.016905204663000495,3,3,TRUE,species-species,within co-cluster,0
m6.Lactobacillaceae,m5.Enterobacteriaceae,0.5805535454515427,1,3,FALSE,species-species,between co-clusters,0
m6.Paenibacillaceae,m5.Enterobacteriaceae,0.6061743842695098,1,3,FALSE,species-species,between co-clusters,0
m7.C1,m5.Enterobacteriaceae,0.5162601223321173,1,3,FALSE,clone-species,between co-clusters,0
m7.C2,m5.Enterobacteriaceae,0.6781982234058446,1,3,FALSE,clone-species,between co-clusters,0
m7.C3,m5.Enterobacteriaceae,0.3578355584411018,3,3,TRUE,clone-species,within co-cluster,0
m7.C4,m5.Enterobacteriaceae,0.4591298660394688,3,3,TRUE,clone-species,within co-cluster,0
m7.C5,m5.Enterobacteriaceae,0.26645037197202914,3,3,TRUE,clone-species,within co-cluster,0
m7.C6,m5.Enterobacteriaceae,0.61843024659918,5,3,FALSE,clone-species,between co-clusters,0
m7.C7,m5.Enterobacteriaceae,0.6289136717719103,5,3,FALSE,clone-species,between co-clusters,0
m7.Enterobacteriaceae,m5.Enterobacteriaceae,0.010434463557034257,3,3,TRUE,species-species,within co-cluster,0
m7.Lactobacillaceae,m5.Enterobacteriaceae,0.5923208444464978,1,3,FALSE,species-species,between co-clusters,0
m7.Paenibacillaceae,m5.Enterobacteriaceae,0.5872645232515661,1,3,FALSE,species-species,between co-clusters,0
m8.C1,m5.Enterobacteriaceae,0.6382814088433841,1,3,FALSE,clone-species,between co-clusters,0
m8.C2,m5.Enterobacteriaceae,0.49362414869737736,1,3,FALSE,clone-species,between co-clusters,0
m8.C3,m5.Enterobacteriaceae,0.44780687055764623,3,3,TRUE,clone-species,within co-cluster,0
m8.C4,m5.Enterobacteriaceae,0.627485645257912,5,3,FALSE,clone-species,between co-clusters,0
m8.C5,m5.Enterobacteriaceae,0.6204772147681279,5,3,FALSE,clone-species,between co-clusters,0
m8.C6,m5.Enterobacteriaceae,0.6248006083404258,5,3,FALSE,clone-species,between co-clusters,0
m8.C7,m5.Enterobacteriaceae,0.6059897484074515,5,3,FALSE,clone-species,between co-clusters,0
m8.Enterobacteriaceae,m5.Enterobacteriaceae,0.028545399324966247,3,3,TRUE,species-species,within co-cluster,0
m8.Lactobacillaceae,m5.Enterobacteriaceae,0.6039398180887104,1,3,FALSE,species-species,between co-clusters,0
m8.Paenibacillaceae,m5.Enterobacteriaceae,0.582292021944681,1,3,FALSE,species-species,between co-clusters,0
m5.Paenibacillaceae,m5.Lactobacillaceae,0.41142410935808527,1,2,FALSE,species-species,between co-clusters,0
m6.C1,m5.Lactobacillaceae,0.4745598543563041,1,2,FALSE,clone-species,between co-clusters,0
m6.C2,m5.Lactobacillaceae,0.4230076740695846,1,2,FALSE,clone-species,between co-clusters,0
m6.C3,m5.Lactobacillaceae,0.4950744451132667,5,2,FALSE,clone-species,between co-clusters,0
m6.C4,m5.Lactobacillaceae,0.5875437012303554,5,2,FALSE,clone-species,between co-clusters,0
m6.C5,m5.Lactobacillaceae,0.2138243945322127,2,2,TRUE,clone-species,within co-cluster,0
m6.C6,m5.Lactobacillaceae,0.4682069537568432,5,2,FALSE,clone-species,between co-clusters,0
m6.Enterobacteriaceae,m5.Lactobacillaceae,0.536620052237319,3,2,FALSE,species-species,between co-clusters,0
m6.Lactobacillaceae,m5.Lactobacillaceae,0.24066016712453886,1,2,FALSE,species-species,between co-clusters,0
m6.Paenibacillaceae,m5.Lactobacillaceae,0.4238632079783672,1,2,FALSE,species-species,between co-clusters,0
m7.C1,m5.Lactobacillaceae,0.4517186467371459,1,2,FALSE,clone-species,between co-clusters,0
m7.C2,m5.Lactobacillaceae,0.5311468388402698,1,2,FALSE,clone-species,between co-clusters,0
m7.C3,m5.Lactobacillaceae,0.24703028002829563,3,2,FALSE,clone-species,between co-clusters,0
m7.C4,m5.Lactobacillaceae,0.3660675083413323,3,2,FALSE,clone-species,between co-clusters,0
m7.C5,m5.Lactobacillaceae,0.31025498121095973,3,2,FALSE,clone-species,between co-clusters,0
m7.C6,m5.Lactobacillaceae,0.5699606073361797,5,2,FALSE,clone-species,between co-clusters,0
m7.C7,m5.Lactobacillaceae,0.4609568420193457,5,2,FALSE,clone-species,between co-clusters,0
m7.Enterobacteriaceae,m5.Lactobacillaceae,0.5471104389528622,3,2,FALSE,species-species,between co-clusters,0
m7.Lactobacillaceae,m5.Lactobacillaceae,0.35262596880300967,1,2,FALSE,species-species,between co-clusters,0
m7.Paenibacillaceae,m5.Lactobacillaceae,0.3616915624725303,1,2,FALSE,species-species,between co-clusters,0
m8.C1,m5.Lactobacillaceae,0.42165903690354456,1,2,FALSE,clone-species,between co-clusters,0
m8.C2,m5.Lactobacillaceae,0.46030553766323745,1,2,FALSE,clone-species,between co-clusters,0
m8.C3,m5.Lactobacillaceae,0.26786548502705887,3,2,FALSE,clone-species,between co-clusters,0
m8.C4,m5.Lactobacillaceae,0.5198318069318909,5,2,FALSE,clone-species,between co-clusters,0
m8.C5,m5.Lactobacillaceae,0.48406298465586306,5,2,FALSE,clone-species,between co-clusters,0
m8.C6,m5.Lactobacillaceae,0.6070758226292994,5,2,FALSE,clone-species,between co-clusters,0
m8.C7,m5.Lactobacillaceae,0.6389488684495035,5,2,FALSE,clone-species,between co-clusters,0
m8.Enterobacteriaceae,m5.Lactobacillaceae,0.5438636431110043,3,2,FALSE,species-species,between co-clusters,0
m8.Lactobacillaceae,m5.Lactobacillaceae,0.3155595177077608,1,2,FALSE,species-species,between co-clusters,0
m8.Paenibacillaceae,m5.Lactobacillaceae,0.5188235460934096,1,2,FALSE,species-species,between co-clusters,0
m6.C1,m5.Paenibacillaceae,0.2969793677162781,1,1,TRUE,clone-species,within co-cluster,0
m6.C2,m5.Paenibacillaceae,0.09913876909840669,1,1,TRUE,clone-species,within co-cluster,0
m6.C3,m5.Paenibacillaceae,0.5344096319656002,5,1,FALSE,clone-species,between co-clusters,0
m6.C4,m5.Paenibacillaceae,0.5556856556813368,5,1,FALSE,clone-species,between co-clusters,0
m6.C5,m5.Paenibacillaceae,0.4186552172776341,2,1,FALSE,clone-species,between co-clusters,0
m6.C6,m5.Paenibacillaceae,0.554733624319622,5,1,FALSE,clone-species,between co-clusters,0
m6.Enterobacteriaceae,m5.Paenibacillaceae,0.6665281318750129,3,1,FALSE,species-species,between co-clusters,0
m6.Lactobacillaceae,m5.Paenibacillaceae,0.19616751234247076,1,1,TRUE,species-species,within co-cluster,0
m6.Paenibacillaceae,m5.Paenibacillaceae,0.05111449994596906,1,1,TRUE,species-species,within co-cluster,0
m7.C1,m5.Paenibacillaceae,0.29279348612365874,1,1,TRUE,clone-species,within co-cluster,0
m7.C2,m5.Paenibacillaceae,0.09210566995816061,1,1,TRUE,clone-species,within co-cluster,0
m7.C3,m5.Paenibacillaceae,0.5170220941547002,3,1,FALSE,clone-species,between co-clusters,0
m7.C4,m5.Paenibacillaceae,0.532928455958001,3,1,FALSE,clone-species,between co-clusters,0
m7.C5,m5.Paenibacillaceae,0.5575650695863159,3,1,FALSE,clone-species,between co-clusters,0
m7.C6,m5.Paenibacillaceae,0.5131539863185686,5,1,FALSE,clone-species,between co-clusters,0
m7.C7,m5.Paenibacillaceae,0.5530322195326622,5,1,FALSE,clone-species,between co-clusters,0
m7.Enterobacteriaceae,m5.Paenibacillaceae,0.681656807722546,3,1,FALSE,species-species,between co-clusters,0
m7.Lactobacillaceae,m5.Paenibacillaceae,0.296084528079428,1,1,TRUE,species-species,within co-cluster,0
m7.Paenibacillaceae,m5.Paenibacillaceae,0.04310269446735826,1,1,TRUE,species-species,within co-cluster,0
m8.C1,m5.Paenibacillaceae,0.06530592989875705,1,1,TRUE,clone-species,within co-cluster,0
m8.C2,m5.Paenibacillaceae,0.3236544097830367,1,1,TRUE,clone-species,within co-cluster,0
m8.C3,m5.Paenibacillaceae,0.5709229291034859,3,1,FALSE,clone-species,between co-clusters,0
m8.C4,m5.Paenibacillaceae,0.5434175014557168,5,1,FALSE,clone-species,between co-clusters,0
m8.C5,m5.Paenibacillaceae,0.547552291226103,5,1,FALSE,clone-species,between co-clusters,0
m8.C6,m5.Paenibacillaceae,0.5060375715633421,5,1,FALSE,clone-species,between co-clusters,0
m8.C7,m5.Paenibacillaceae,0.5597170727657999,5,1,FALSE,clone-species,between co-clusters,0
m8.Enterobacteriaceae,m5.Paenibacillaceae,0.7164940545294795,3,1,FALSE,species-species,between co-clusters,0
m8.Lactobacillaceae,m5.Paenibacillaceae,0.1957334560589793,1,1,TRUE,species-species,within co-cluster,0
m8.Paenibacillaceae,m5.Paenibacillaceae,0.18456231581178106,1,1,TRUE,species-species,within co-cluster,0
m6.C2,m6.C1,0.13710544775946076,1,1,TRUE,clone-clone,within co-cluster,0
m6.C3,m6.C1,0.49492363651921534,5,1,FALSE,clone-clone,between co-clusters,0
m6.C4,m6.C1,0.4610317946526028,5,1,FALSE,clone-clone,between co-clusters,0
m6.C5,m6.C1,0.3120625207189467,2,1,FALSE,clone-clone,between co-clusters,0
m6.C6,m6.C1,0.533018495273563,5,1,FALSE,clone-clone,between co-clusters,0
m6.Enterobacteriaceae,m6.C1,0.6183766372781156,3,1,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m6.C1,0.22878632738226623,1,1,TRUE,clone-species,within co-cluster,0
m6.Paenibacillaceae,m6.C1,0.21295853116068242,1,1,TRUE,clone-species,within co-cluster,0
m7.C1,m6.C1,0.008494977744392784,1,1,TRUE,clone-clone,within co-cluster,0.9629629629629628
m7.C2,m6.C1,0.15519434471414528,1,1,TRUE,clone-clone,within co-cluster,0.5555555555555556
m7.C3,m6.C1,0.4580579368848946,3,1,FALSE,clone-clone,between co-clusters,0.12162162162162164
m7.C4,m6.C1,0.5264250779390335,3,1,FALSE,clone-clone,between co-clusters,0
m7.C5,m6.C1,0.5552165885608098,3,1,FALSE,clone-clone,between co-clusters,0
m7.C6,m6.C1,0.4634330304630724,5,1,FALSE,clone-clone,between co-clusters,0
m7.C7,m6.C1,0.5546566507783188,5,1,FALSE,clone-clone,between co-clusters,0
m7.Enterobacteriaceae,m6.C1,0.5977388198402718,3,1,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m6.C1,0.14612428413393497,1,1,TRUE,clone-species,within co-cluster,0
m7.Paenibacillaceae,m6.C1,0.2780455014622907,1,1,TRUE,clone-species,within co-cluster,0
m8.C1,m6.C1,0.19727721408609245,1,1,TRUE,clone-clone,within co-cluster,0.6
m8.C2,m6.C1,0.00719691330079697,1,1,TRUE,clone-clone,within co-cluster,0.8615384615384616
m8.C3,m6.C1,0.6261979838053607,3,1,FALSE,clone-clone,between co-clusters,0.05405405405405406
m8.C4,m6.C1,0.5035022452849199,5,1,FALSE,clone-clone,between co-clusters,0
m8.C5,m6.C1,0.5360583054816046,5,1,FALSE,clone-clone,between co-clusters,0
m8.C6,m6.C1,0.48242651772823986,5,1,FALSE,clone-clone,between co-clusters,0
m8.C7,m6.C1,0.5112866108816778,5,1,FALSE,clone-clone,between co-clusters,0
m8.Enterobacteriaceae,m6.C1,0.6414252853269706,3,1,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m6.C1,0.1385976953409811,1,1,TRUE,clone-species,within co-cluster,0
m8.Paenibacillaceae,m6.C1,0.0787761435917207,1,1,TRUE,clone-species,within co-cluster,0
m6.C3,m6.C2,0.5215407531519713,5,1,FALSE,clone-clone,between co-clusters,0
m6.C4,m6.C2,0.5085750899461994,5,1,FALSE,clone-clone,between co-clusters,0
m6.C5,m6.C2,0.4944466526096918,2,1,FALSE,clone-clone,between co-clusters,0
m6.C6,m6.C2,0.5441034822311982,5,1,FALSE,clone-clone,between co-clusters,0
m6.Enterobacteriaceae,m6.C2,0.6791760395909654,3,1,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m6.C2,0.1455381519963499,1,1,TRUE,clone-species,within co-cluster,0
m6.Paenibacillaceae,m6.C2,0.039378479461389615,1,1,TRUE,clone-species,within co-cluster,0
m7.C1,m6.C2,0.12925253760928423,1,1,TRUE,clone-clone,within co-cluster,0
m7.C2,m6.C2,0.044623470632145,1,1,TRUE,clone-clone,within co-cluster,0.5333333333333333
m7.C3,m6.C2,0.5630265402287273,3,1,FALSE,clone-clone,between co-clusters,0.3333333333333333
m7.C4,m6.C2,0.5701580653639211,3,1,FALSE,clone-clone,between co-clusters,0
m7.C5,m6.C2,0.5823089258490535,3,1,FALSE,clone-clone,between co-clusters,0
m7.C6,m6.C2,0.49973069108561885,5,1,FALSE,clone-clone,between co-clusters,0
m7.C7,m6.C2,0.5587902507591676,5,1,FALSE,clone-clone,between co-clusters,0
m7.Enterobacteriaceae,m6.C2,0.6638102957412211,3,1,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m6.C2,0.16535261701087867,1,1,TRUE,clone-species,within co-cluster,0
m7.Paenibacillaceae,m6.C2,0.056042688046808786,1,1,TRUE,clone-species,within co-cluster,0
m8.C1,m6.C2,0.02963837541638059,1,1,TRUE,clone-clone,within co-cluster,0.4
m8.C2,m6.C2,0.15209612923973914,1,1,TRUE,clone-clone,within co-cluster,0.26666666666666666
m8.C3,m6.C2,0.6159248785147873,3,1,FALSE,clone-clone,between co-clusters,0.06666666666666667
m8.C4,m6.C2,0.5342047434870701,5,1,FALSE,clone-clone,between co-clusters,0
m8.C5,m6.C2,0.5479781285323669,5,1,FALSE,clone-clone,between co-clusters,0
m8.C6,m6.C2,0.5156051455976058,5,1,FALSE,clone-clone,between co-clusters,0
m8.C7,m6.C2,0.5568115135153482,5,1,FALSE,clone-clone,between co-clusters,0
m8.Enterobacteriaceae,m6.C2,0.7125943544178492,3,1,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m6.C2,0.1017638015193576,1,1,TRUE,clone-species,within co-cluster,0
m8.Paenibacillaceae,m6.C2,0.08153678281500676,1,1,TRUE,clone-species,within co-cluster,0
m6.C4,m6.C3,0.21438294917767853,5,5,TRUE,clone-clone,within co-cluster,0
m6.C5,m6.C3,0.38625368999874854,2,5,FALSE,clone-clone,between co-clusters,0
m6.C6,m6.C3,0.13957607205939726,5,5,TRUE,clone-clone,within co-cluster,0
m6.Enterobacteriaceae,m6.C3,0.5275601271741085,3,5,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m6.C3,0.5119417813133492,1,5,FALSE,clone-species,between co-clusters,0
m6.Paenibacillaceae,m6.C3,0.49693850897871816,1,5,FALSE,clone-species,between co-clusters,0
m7.C1,m6.C3,0.4830218558051993,1,5,FALSE,clone-clone,between co-clusters,0
m7.C2,m6.C3,0.5039508546765411,1,5,FALSE,clone-clone,between co-clusters,0
m7.C3,m6.C3,0.2934937683484531,3,5,FALSE,clone-clone,between co-clusters,0.526829268292683
m7.C4,m6.C3,0.13642521098117089,3,5,FALSE,clone-clone,between co-clusters,0.5775862068965517
m7.C5,m6.C3,0.2867020550330167,3,5,FALSE,clone-clone,between co-clusters,0.5344827586206896
m7.C6,m6.C3,0.011521780401670734,5,5,TRUE,clone-clone,within co-cluster,0.32665330661322645
m7.C7,m6.C3,0.12410304688017848,5,5,TRUE,clone-clone,within co-cluster,0.1625615763546798
m7.Enterobacteriaceae,m6.C3,0.5836203666402271,3,5,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m6.C3,0.5733803086230929,1,5,FALSE,clone-species,between co-clusters,0
m7.Paenibacillaceae,m6.C3,0.5184515420585867,1,5,FALSE,clone-species,between co-clusters,0
m8.C1,m6.C3,0.5043191226212411,1,5,FALSE,clone-clone,between co-clusters,0
m8.C2,m6.C3,0.48620240763889844,1,5,FALSE,clone-clone,between co-clusters,0
m8.C3,m6.C3,0.17362029049396577,3,5,FALSE,clone-clone,between co-clusters,0.5075528700906344
m8.C4,m6.C3,0.017825119755566554,5,5,TRUE,clone-clone,within co-cluster,0.4044117647058824
m8.C5,m6.C3,0.11020034538927626,5,5,TRUE,clone-clone,within co-cluster,0.29916897506925205
m8.C6,m6.C3,0.1750006896958487,5,5,TRUE,clone-clone,within co-cluster,0
m8.C7,m6.C3,0.16987864688908116,5,5,TRUE,clone-clone,within co-cluster,0.5
m8.Enterobacteriaceae,m6.C3,0.5590853297410971,3,5,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m6.C3,0.5241614745391735,1,5,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m6.C3,0.47678552855978384,1,5,FALSE,clone-species,between co-clusters,0
m6.C5,m6.C4,0.4468915223858294,2,5,FALSE,clone-clone,between co-clusters,0
m6.C6,m6.C4,0.32813357013005107,5,5,TRUE,clone-clone,within co-cluster,0
m6.Enterobacteriaceae,m6.C4,0.4849818274461022,3,5,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m6.C4,0.5326717325609318,1,5,FALSE,clone-species,between co-clusters,0
m6.Paenibacillaceae,m6.C4,0.5121395108799901,1,5,FALSE,clone-species,between co-clusters,0
m7.C1,m6.C4,0.44789471328078345,1,5,FALSE,clone-clone,between co-clusters,0.03846153846153846
m7.C2,m6.C4,0.4937161998502675,1,5,FALSE,clone-clone,between co-clusters,0
m7.C3,m6.C4,0.3748279822882957,3,5,FALSE,clone-clone,between co-clusters,0.07692307692307693
m7.C4,m6.C4,0.1925504472118077,3,5,FALSE,clone-clone,between co-clusters,0.38461538461538464
m7.C5,m6.C4,0.27573355706897074,3,5,FALSE,clone-clone,between co-clusters,0.07692307692307693
m7.C6,m6.C4,0.19693972004211435,5,5,TRUE,clone-clone,within co-cluster,0.34615384615384615
m7.C7,m6.C4,0.3178459574443546,5,5,TRUE,clone-clone,within co-cluster,0
m7.Enterobacteriaceae,m6.C4,0.512468845491657,3,5,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m6.C4,0.5572869815007476,1,5,FALSE,clone-species,between co-clusters,0
m7.Paenibacillaceae,m6.C4,0.5400682101689909,1,5,FALSE,clone-species,between co-clusters,0
m8.C1,m6.C4,0.5045800283845774,1,5,FALSE,clone-clone,between co-clusters,0
m8.C2,m6.C4,0.4451139534572852,1,5,FALSE,clone-clone,between co-clusters,0
m8.C3,m6.C4,0.24862747826141285,3,5,FALSE,clone-clone,between co-clusters,0.1153846153846154
m8.C4,m6.C4,0.20687565604672886,5,5,TRUE,clone-clone,within co-cluster,0.3076923076923077
m8.C5,m6.C4,0.31396508706399107,5,5,TRUE,clone-clone,within co-cluster,0.03846153846153846
m8.C6,m6.C4,0.1121057875228173,5,5,TRUE,clone-clone,within co-cluster,0.8333333333333334
m8.C7,m6.C4,0.13304864937439154,5,5,TRUE,clone-clone,within co-cluster,0.05
m8.Enterobacteriaceae,m6.C4,0.46076210524061145,3,5,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m6.C4,0.5111784628724213,1,5,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m6.C4,0.45598146063635003,1,5,FALSE,clone-species,between co-clusters,0
m6.C6,m6.C5,0.4424195202290431,5,2,FALSE,clone-clone,between co-clusters,0
m6.Enterobacteriaceae,m6.C5,0.35827513592237126,3,2,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m6.C5,0.3132867768221289,1,2,FALSE,clone-species,between co-clusters,0
m6.Paenibacillaceae,m6.C5,0.4179141384455779,1,2,FALSE,clone-species,between co-clusters,0
m7.C1,m6.C5,0.30846876105221865,1,2,FALSE,clone-clone,between co-clusters,0
m7.C2,m6.C5,0.5589941929607153,1,2,FALSE,clone-clone,between co-clusters,0
m7.C3,m6.C5,0.07303262810526823,3,2,FALSE,clone-clone,between co-clusters,0.25
m7.C4,m6.C5,0.17147592926219035,3,2,FALSE,clone-clone,between co-clusters,0.375
m7.C5,m6.C5,0.10453009276637037,3,2,FALSE,clone-clone,between co-clusters,0.125
m7.C6,m6.C5,0.45742728178287795,5,2,FALSE,clone-clone,between co-clusters,0
m7.C7,m6.C5,0.42714393440347886,5,2,FALSE,clone-clone,between co-clusters,0
m7.Enterobacteriaceae,m6.C5,0.3785925826655627,3,2,FALSE,clone-species,between co-clusters,0
m7.Lactobacillaceae,m6.C5,0.4927934294819013,1,2,FALSE,clone-species,between co-clusters,0
m7.Paenibacillaceae,m6.C5,0.36192094317024703,1,2,FALSE,clone-species,between co-clusters,0
m8.C1,m6.C5,0.465331261280454,1,2,FALSE,clone-clone,between co-clusters,0
m8.C2,m6.C5,0.29439407109906923,1,2,FALSE,clone-clone,between co-clusters,0
m8.C3,m6.C5,0.1567130231653867,3,2,FALSE,clone-clone,between co-clusters,0.125
m8.C4,m6.C5,0.46598759884283514,5,2,FALSE,clone-clone,between co-clusters,0
m8.C5,m6.C5,0.4181296102647254,5,2,FALSE,clone-clone,between co-clusters,0.125
m8.C6,m6.C5,0.5322595229107516,5,2,FALSE,clone-clone,between co-clusters,0
m8.C7,m6.C5,0.5425681294891116,5,2,FALSE,clone-clone,between co-clusters,0
m8.Enterobacteriaceae,m6.C5,0.38279856668427614,3,2,FALSE,clone-species,between co-clusters,0
m8.Lactobacillaceae,m6.C5,0.415099146327108,1,2,FALSE,clone-species,between co-clusters,0
m8.Paenibacillaceae,m6.C5,0.4362463623103099,1,2,FALSE,clone-species,between co-clusters,0
m6.Enterobacteriaceae,m6.C6,0.5746714327104764,3,5,FALSE,clone-species,between co-clusters,0
m6.Lactobacillaceae,m6.C6,0.534886307980446,1,5,FALSE,clone-species,between co-clusters,0
m6.Paenibacillaceae,m6.C6,0.5231446165696128,1,5,FALSE,clone-species,between co-clusters,0
m7.C1,m6.C6,0.524086147942102,1,5,FALSE,clone-clone,between co-clusters,0
m7.C2,m6.C6,0.5371191323054875,1,5,FALSE,clone-clone,between co-clusters,0
m7.C3,m6.C6,0.35300186293129543,3,5,FALSE,clone-clone,between co-clusters,0.01951219512195122
