ID,10,17,13,3,7,2,6,8,1,4,15,12,5,9,14,18,11,16,mean,points
4910,0.0015941758822305468,0.0024047890659018366,0.0027741833216368213,3.150059097119338e-5,0.001170493153673216,8.829835737288507e-5,3.02905794358323e-4,6.285558787119952e-4,0,1.9245544276653687e-5,0.0032178924588981395,0.002294988967107614,2.4160344375257666e-4,0.0015488736010710635,0.003289335637390948,0.0023187350408530975,0.002230654367961076,0.003032348674274544,0.0015104766544690295,17
4939,6.845442289054022e-5,7.797046478793833e-6,2.269560687520856e-5,5.696915388407313e-5,1.9698146257921993e-4,1.0468075701125054e-4,1.8620462918932128e-4,8.714213133294429e-5,0,9.116310446835957e-6,4.070111107771533e-6,2.4681261765041754e-5,2.917980650308128e-4,4.674864777913082e-5,7.799034479531434e-6,5.535441742089623e-6,2.7684199416209445e-5,7.5584325889379505e-6,6.421759525542851e-5,17
5043,3.8674815192395604e-7,0,0,2.5200472776954705e-4,1.6279459717290903e-6,1.952004567079818e-4,3.555991182434955e-6,6.29185063775771e-7,0,1.463674288408662e-4,3.1308546982857947e-7,0,2.5766572256161223e-5,6.492867747101503e-7,2.971060754107213e-6,0,0,0,3.497069383017033e-5,11
5087,0,2.3990912242442563e-6,7.092377148502675e-7,1.9034399650678553e-4,1.6279459717290903e-6,2.129711952987511e-4,2.262903479731335e-6,0,0,5.013970745759776e-5,1.8785128189714767e-6,1.4735081650771196e-6,1.4054493957906121e-5,6.492867747101503e-7,0,0,0,3.3068142576603534e-6,2.6767594090445254e-5,12
5141,0.005278725525610076,0.009904348232889382,0.010162667216089483,2.0911030602153904e-4,0.0013414274807047703,2.185245511083665e-4,6.853364824329186e-4,0.0011448022235400154,0,5.900278705868827e-5,0.01217495466522397,0.00687096857375461,6.404833675102932e-4,0.004656684748221198,0.011612762340022306,0.010313143014595422,0.005461054387340016,0.011104754679260274,0.0051021528100768515,17
5163,2.436513357120923e-5,3.898523239396916e-6,1.2057041152454547e-5,1.2365657519542933e-4,1.676784350880963e-4,1.0551376038269285e-4,1.933166115541912e-4,8.777131639672006e-5,0,3.292000994690762e-5,3.1308546982857947e-7,1.7682097980925437e-5,3.255957766914918e-4,3.733398954583364e-5,7.4276518852680325e-6,0,9.689469795673306e-6,0,6.384552654978437e-5,15
5181,1.2375940861566593e-5,0,5.319282861377006e-6,3.3511266990631253e-7,8.30252445581836e-5,5.553355809615414e-6,1.7004103290552605e-4,4.9391027506398027e-5,0,1.1901849750035832e-5,0,2.9470163301542393e-6,3.6340905805442973e-4,2.2400393727500184e-5,3.7138259426340164e-7,9.225736236816038e-7,9.689469795673306e-6,0,4.098237450268396e-5,14
5246,5.8012222788593405e-6,0,3.5461885742513374e-7,6.233095660257414e-5,3.5814811378039984e-5,2.471243335278859e-5,5.624931506760747e-5,1.604421912628216e-5,0,7.596925372363297e-6,1.8785128189714767e-6,0,6.793005412987958e-5,1.266109210684793e-5,0,0,5.536839883241889e-6,0,1.649505560971561e-5,12
5514,9.668703798098901e-6,4.198409642427449e-6,4.255426289101605e-6,1.551571661666227e-4,9.767675830374541e-6,8.99643641157697e-5,0,1.258370127551542e-6,0,3.7984626861816484e-5,0,3.683770412692799e-7,3.6809388937373173e-6,1.2985735494203005e-6,4.085208536897418e-6,1.8451472473632076e-6,9.689469795673306e-6,4.251618331277597e-6,1.8748559790411187e-5,15
5653,3.4807333673156045e-6,0,0,5.093712582575951e-5,1.62794597172909e-5,3.859582287682712e-5,5.7865674695987e-5,2.044851457271256e-5,0,1.7726159202181026e-5,3.1308546982857947e-7,1.1051311238078398e-6,8.064602485369941e-5,1.3635022268913156e-5,4.456591131160819e-6,0,2.4223674489183264e-6,0,1.7106206253022326e-5,13
5791,8.895207494250989e-6,2.99886403030532e-6,3.191569716826204e-6,3.3511266990631253e-7,5.697810901051816e-5,5.553355809615413e-7,7.887834986492082e-5,3.020088306123701e-5,0,1.6206774127708368e-5,2.5046837586286358e-6,3.6837704126927993e-6,1.5727648000513994e-4,2.1751106952790034e-5,6.313504102477828e-6,0,1.0381574781078542e-6,0,2.1711550459248434e-5,15
6009,3.287359291353626e-5,2.9988640303053204e-7,1.6312467441556154e-5,1.420877720402765e-4,1.7093432703155448e-4,1.5382795592634694e-4,2.2402744449340217e-4,6.669361676023173e-5,0,6.330771143636081e-5,9.392564094857384e-6,1.1419688279347679e-5,2.9012491098820496e-4,3.668470277112349e-5,6.684886696741229e-6,3.9978190359536166e-6,1.799472962053614e-5,2.5509709987665582e-5,7.067632144004031e-5,17
